"physostigmin_std"
0.467180432192981
0.53176917526871
0.655705004557967
0.712314493954182
0.817698638234287
0.955281463079154
1.19474155707285
1.34968000538647
1.42909755250439
1.44670744920149
1.46354086445644
1.48058655196801
1.56814140630886
1.59212240241468
1.63178247744217
1.63899099770933
1.90336844883859
1.95619620727375
1.96932962089777
2.17030764827505
2.3389381930232
2.76713921334594
2.7998270357959
2.8509060039185
2.94245164422318
